,material,compatibility,chemical
0,,,Calcium Carbonate
1,ABS plastic,N/A,Calcium Carbonate
2,Acetal (Delrin®),A - Excellent,Calcium Carbonate
3,Aluminum,D - Poor,Calcium Carbonate
4,Brass,N/A,Calcium Carbonate
5,Bronze,A - Excellent,Calcium Carbonate
6,Buna N (Nitrile),A - Excellent,Calcium Carbonate
7,Carbon graphite,A - Excellent,Calcium Carbonate
8,Carbon Steel,B - Good,Calcium Carbonate
9,Carpenter 20,B1 - Good,Calcium Carbonate
10,Cast iron,N/A,Calcium Carbonate
11,Ceramic Al203,A - Excellent,Calcium Carbonate
12,Ceramic magnet,N/A,Calcium Carbonate
13,ChemRaz (FFKM),A - Excellent,Calcium Carbonate
14,Copper,N/A,Calcium Carbonate
15,CPVC,A - Excellent,Calcium Carbonate
16,EPDM,A - Excellent,Calcium Carbonate
17,Epoxy,A1 - Excellent,Calcium Carbonate
18,Fluorocarbon (FKM),A - Excellent,Calcium Carbonate
19,Hastelloy-C®,B - Good,Calcium Carbonate
20,Hypalon®,A - Excellent,Calcium Carbonate
21,Hytrel®,N/A,Calcium Carbonate
22,Kalrez,A - Excellent,Calcium Carbonate
23,Kel-F®,N/A,Calcium Carbonate
24,LDPE,B1 - Good,Calcium Carbonate
25,Natural rubber,A - Excellent,Calcium Carbonate
26,Neoprene,A - Excellent,Calcium Carbonate
27,NORYL®,A2 - Excellent,Calcium Carbonate
28,Nylon,A - Excellent,Calcium Carbonate
29,Polycarbonate,C2 - Fair,Calcium Carbonate
30,Polyetherether Ketone (PEEK),A - Excellent,Calcium Carbonate
31,Polypropylene,A - Excellent,Calcium Carbonate
32,Polyurethane,D - Poor,Calcium Carbonate
33,PPS (Ryton®),N/A,Calcium Carbonate
34,PTFE,A - Excellent,Calcium Carbonate
35,PVC,A2 - Excellent,Calcium Carbonate
36,PVDF (Kynar®),A - Excellent,Calcium Carbonate
37,Silicone,A - Excellent,Calcium Carbonate
38,stainless steel - 304,A1 - Excellent,Calcium Carbonate
39,stainless steel - 316,B - Good,Calcium Carbonate
40,Titanium,B - Good,Calcium Carbonate
41,Tygon®,N/A,Calcium Carbonate
42,Viton®,A - Excellent,Calcium Carbonate
