,material,compatibility,chemical
0,,,Cresylic Acid
1,ABS plastic,N/A,Cresylic Acid
2,Acetal (Delrin®),D - Poor,Cresylic Acid
3,Aluminum,B2 - Good,Cresylic Acid
4,Brass,N/A,Cresylic Acid
5,Bronze,D - Poor,Cresylic Acid
6,Buna N (Nitrile),D - Poor,Cresylic Acid
7,Carbon graphite,A - Excellent,Cresylic Acid
8,Carbon Steel,B - Good,Cresylic Acid
9,Carpenter 20,A - Excellent,Cresylic Acid
10,Cast iron,A - Excellent,Cresylic Acid
11,Ceramic Al203,N/A,Cresylic Acid
12,Ceramic magnet,N/A,Cresylic Acid
13,ChemRaz (FFKM),A - Excellent,Cresylic Acid
14,Copper,B - Good,Cresylic Acid
15,CPVC,D - Poor,Cresylic Acid
16,EPDM,D - Poor,Cresylic Acid
17,Epoxy,D - Poor,Cresylic Acid
18,Fluorocarbon (FKM),B - Good,Cresylic Acid
19,Hastelloy-C®,B1 - Good,Cresylic Acid
20,Hypalon®,D - Poor,Cresylic Acid
21,Hytrel®,N/A,Cresylic Acid
22,Kalrez,A - Excellent,Cresylic Acid
23,Kel-F®,N/A,Cresylic Acid
24,LDPE,B1 - Good,Cresylic Acid
25,Natural rubber,D - Poor,Cresylic Acid
26,Neoprene,D - Poor,Cresylic Acid
27,NORYL®,N/A,Cresylic Acid
28,Nylon,D - Poor,Cresylic Acid
29,Polycarbonate,D - Poor,Cresylic Acid
30,Polyetherether Ketone (PEEK),A - Excellent,Cresylic Acid
31,Polypropylene,A1 - Excellent,Cresylic Acid
32,Polyurethane,D - Poor,Cresylic Acid
33,PPS (Ryton®),N/A,Cresylic Acid
34,PTFE,A - Excellent,Cresylic Acid
35,PVC,D - Poor,Cresylic Acid
36,PVDF (Kynar®),B1 - Good,Cresylic Acid
37,Silicone,D - Poor,Cresylic Acid
38,stainless steel - 304,A1 - Excellent,Cresylic Acid
39,stainless steel - 316,A - Excellent,Cresylic Acid
40,Titanium,A1 - Excellent,Cresylic Acid
41,Tygon®,N/A,Cresylic Acid
42,Viton®,A - Excellent,Cresylic Acid
