,material,compatibility,chemical
0,,,Tetrahydrofuran
1,ABS plastic,N/A,Tetrahydrofuran
2,Acetal (Delrin®),A - Excellent,Tetrahydrofuran
3,Aluminum,N/A,Tetrahydrofuran
4,Brass,N/A,Tetrahydrofuran
5,Bronze,N/A,Tetrahydrofuran
6,Buna N (Nitrile),D - Poor,Tetrahydrofuran
7,Carbon graphite,A - Excellent,Tetrahydrofuran
8,Carbon Steel,A - Excellent,Tetrahydrofuran
9,Carpenter 20,N/A,Tetrahydrofuran
10,Cast iron,A - Excellent,Tetrahydrofuran
11,Ceramic Al203,N/A,Tetrahydrofuran
12,Ceramic magnet,N/A,Tetrahydrofuran
13,ChemRaz (FFKM),A - Excellent,Tetrahydrofuran
14,Copper,A - Excellent,Tetrahydrofuran
15,CPVC,D - Poor,Tetrahydrofuran
16,EPDM,D - Poor,Tetrahydrofuran
17,Epoxy,N/A,Tetrahydrofuran
18,Fluorocarbon (FKM),A - Excellent,Tetrahydrofuran
19,Hastelloy-C®,N/A,Tetrahydrofuran
20,Hypalon®,D - Poor,Tetrahydrofuran
21,Hytrel®,N/A,Tetrahydrofuran
22,Kalrez,A - Excellent,Tetrahydrofuran
23,Kel-F®,A - Excellent,Tetrahydrofuran
24,LDPE,B - Good,Tetrahydrofuran
25,Natural rubber,D - Poor,Tetrahydrofuran
26,Neoprene,D - Poor,Tetrahydrofuran
27,NORYL®,D - Poor,Tetrahydrofuran
28,Nylon,A1 - Excellent,Tetrahydrofuran
29,Polycarbonate,D - Poor,Tetrahydrofuran
30,Polyetherether Ketone (PEEK),A - Excellent,Tetrahydrofuran
31,Polypropylene,D - Poor,Tetrahydrofuran
32,Polyurethane,D - Poor,Tetrahydrofuran
33,PPS (Ryton®),N/A,Tetrahydrofuran
34,PTFE,A - Excellent,Tetrahydrofuran
35,PVC,D - Poor,Tetrahydrofuran
36,PVDF (Kynar®),N/A,Tetrahydrofuran
37,Silicone,D - Poor,Tetrahydrofuran
38,stainless steel - 304,N/A,Tetrahydrofuran
39,stainless steel - 316,A - Excellent,Tetrahydrofuran
40,Titanium,N/A,Tetrahydrofuran
41,Tygon®,N/A,Tetrahydrofuran
42,Viton®,A - Excellent,Tetrahydrofuran
