,material,compatibility,chemical
0,,,Aluminum Chloride
1,ABS plastic,A - Excellent,Aluminum Chloride
2,Acetal (Delrin®),N/A,Aluminum Chloride
3,Aluminum,D - Poor,Aluminum Chloride
4,Brass,D - Poor,Aluminum Chloride
5,Bronze,D - Poor,Aluminum Chloride
6,Buna N (Nitrile),A - Excellent,Aluminum Chloride
7,Carbon graphite,A - Excellent,Aluminum Chloride
8,Carbon Steel,A - Excellent,Aluminum Chloride
9,Carpenter 20,B1 - Good,Aluminum Chloride
10,Cast iron,D - Poor,Aluminum Chloride
11,Ceramic Al203,A - Excellent,Aluminum Chloride
12,Ceramic magnet,N/A,Aluminum Chloride
13,ChemRaz (FFKM),A - Excellent,Aluminum Chloride
14,Copper,B - Good,Aluminum Chloride
15,CPVC,A - Excellent,Aluminum Chloride
16,EPDM,A - Excellent,Aluminum Chloride
17,Epoxy,A1 - Excellent,Aluminum Chloride
18,Fluorocarbon (FKM),A - Excellent,Aluminum Chloride
19,Hastelloy-C®,A - Excellent,Aluminum Chloride
20,Hypalon®,B - Good,Aluminum Chloride
21,Hytrel®,C - Fair,Aluminum Chloride
22,Kalrez,A - Excellent,Aluminum Chloride
23,Kel-F®,A - Excellent,Aluminum Chloride
24,LDPE,B2 - Good,Aluminum Chloride
25,Natural rubber,A - Excellent,Aluminum Chloride
26,Neoprene,A - Excellent,Aluminum Chloride
27,NORYL®,A - Excellent,Aluminum Chloride
28,Nylon,B1 - Good,Aluminum Chloride
29,Polycarbonate,A1 - Excellent,Aluminum Chloride
30,Polyetherether Ketone (PEEK),A - Excellent,Aluminum Chloride
31,Polypropylene,A - Excellent,Aluminum Chloride
32,Polyurethane,B - Good,Aluminum Chloride
33,PPS (Ryton®),A - Excellent,Aluminum Chloride
34,PTFE,A - Excellent,Aluminum Chloride
35,PVC,A2 - Excellent,Aluminum Chloride
36,PVDF (Kynar®),A - Excellent,Aluminum Chloride
37,Silicone,B - Good,Aluminum Chloride
38,stainless steel - 304,B - Good,Aluminum Chloride
39,stainless steel - 316,B - Good,Aluminum Chloride
40,Titanium,B - Good,Aluminum Chloride
41,Tygon®,A2 - Excellent,Aluminum Chloride
42,Viton®,A - Excellent,Aluminum Chloride
