,material,compatibility,chemical
0,,,Copper Sulfate >5%
1,ABS plastic,N/A,Copper Sulfate >5%
2,Acetal (Delrin®),D - Poor,Copper Sulfate >5%
3,Aluminum,D - Poor,Copper Sulfate >5%
4,Brass,D - Poor,Copper Sulfate >5%
5,Bronze,D - Poor,Copper Sulfate >5%
6,Buna N (Nitrile),A - Excellent,Copper Sulfate >5%
7,Carbon graphite,A - Excellent,Copper Sulfate >5%
8,Carbon Steel,D - Poor,Copper Sulfate >5%
9,Carpenter 20,B - Good,Copper Sulfate >5%
10,Cast iron,D - Poor,Copper Sulfate >5%
11,Ceramic Al203,N/A,Copper Sulfate >5%
12,Ceramic magnet,A - Excellent,Copper Sulfate >5%
13,ChemRaz (FFKM),A - Excellent,Copper Sulfate >5%
14,Copper,N/A,Copper Sulfate >5%
15,CPVC,A - Excellent,Copper Sulfate >5%
16,EPDM,A - Excellent,Copper Sulfate >5%
17,Epoxy,A - Excellent,Copper Sulfate >5%
18,Fluorocarbon (FKM),A - Excellent,Copper Sulfate >5%
19,Hastelloy-C®,A - Excellent,Copper Sulfate >5%
20,Hypalon®,C - Fair,Copper Sulfate >5%
21,Hytrel®,A1 - Excellent,Copper Sulfate >5%
22,Kalrez,A - Excellent,Copper Sulfate >5%
23,Kel-F®,A - Excellent,Copper Sulfate >5%
24,LDPE,A2 - Excellent,Copper Sulfate >5%
25,Natural rubber,C - Fair,Copper Sulfate >5%
26,Neoprene,A - Excellent,Copper Sulfate >5%
27,NORYL®,A1 - Excellent,Copper Sulfate >5%
28,Nylon,D - Poor,Copper Sulfate >5%
29,Polycarbonate,A1 - Excellent,Copper Sulfate >5%
30,Polyetherether Ketone (PEEK),A - Excellent,Copper Sulfate >5%
31,Polypropylene,A - Excellent,Copper Sulfate >5%
32,Polyurethane,N/A,Copper Sulfate >5%
33,PPS (Ryton®),A - Excellent,Copper Sulfate >5%
34,PTFE,A - Excellent,Copper Sulfate >5%
35,PVC,A2 - Excellent,Copper Sulfate >5%
36,PVDF (Kynar®),A - Excellent,Copper Sulfate >5%
37,Silicone,A - Excellent,Copper Sulfate >5%
38,stainless steel - 304,B - Good,Copper Sulfate >5%
39,stainless steel - 316,B - Good,Copper Sulfate >5%
40,Titanium,A - Excellent,Copper Sulfate >5%
41,Tygon®,N/A,Copper Sulfate >5%
42,Viton®,A - Excellent,Copper Sulfate >5%
