,material,compatibility,chemical
0,,,Sodium Carbonate
1,ABS plastic,B - Good,Sodium Carbonate
2,Acetal (Delrin®),A1 - Excellent,Sodium Carbonate
3,Aluminum,D - Poor,Sodium Carbonate
4,Brass,B - Good,Sodium Carbonate
5,Bronze,A2 - Excellent,Sodium Carbonate
6,Buna N (Nitrile),A - Excellent,Sodium Carbonate
7,Carbon graphite,A - Excellent,Sodium Carbonate
8,Carbon Steel,B - Good,Sodium Carbonate
9,Carpenter 20,B - Good,Sodium Carbonate
10,Cast iron,B - Good,Sodium Carbonate
11,Ceramic Al203,A - Excellent,Sodium Carbonate
12,Ceramic magnet,A - Excellent,Sodium Carbonate
13,ChemRaz (FFKM),A - Excellent,Sodium Carbonate
14,Copper,A - Excellent,Sodium Carbonate
15,CPVC,A2 - Excellent,Sodium Carbonate
16,EPDM,A2 - Excellent,Sodium Carbonate
17,Epoxy,C1 - Fair,Sodium Carbonate
18,Fluorocarbon (FKM),A - Excellent,Sodium Carbonate
19,Hastelloy-C®,A - Excellent,Sodium Carbonate
20,Hypalon®,A - Excellent,Sodium Carbonate
21,Hytrel®,N/A,Sodium Carbonate
22,Kalrez,A - Excellent,Sodium Carbonate
23,Kel-F®,A - Excellent,Sodium Carbonate
24,LDPE,B2 - Good,Sodium Carbonate
25,Natural rubber,A - Excellent,Sodium Carbonate
26,Neoprene,A - Excellent,Sodium Carbonate
27,NORYL®,A - Excellent,Sodium Carbonate
28,Nylon,B1 - Good,Sodium Carbonate
29,Polycarbonate,A2 - Excellent,Sodium Carbonate
30,Polyetherether Ketone (PEEK),A - Excellent,Sodium Carbonate
31,Polypropylene,A - Excellent,Sodium Carbonate
32,Polyurethane,B - Good,Sodium Carbonate
33,PPS (Ryton®),A - Excellent,Sodium Carbonate
34,PTFE,A - Excellent,Sodium Carbonate
35,PVC,A2 - Excellent,Sodium Carbonate
36,PVDF (Kynar®),A - Excellent,Sodium Carbonate
37,Silicone,A - Excellent,Sodium Carbonate
38,stainless steel - 304,A - Excellent,Sodium Carbonate
39,stainless steel - 316,A - Excellent,Sodium Carbonate
40,Titanium,A1 - Excellent,Sodium Carbonate
41,Tygon®,B - Good,Sodium Carbonate
42,Viton®,A - Excellent,Sodium Carbonate
