,material,compatibility,chemical
0,,,Sulfur Dioxide (dry)
1,ABS plastic,N/A,Sulfur Dioxide (dry)
2,Acetal (Delrin®),B - Good,Sulfur Dioxide (dry)
3,Aluminum,B - Good,Sulfur Dioxide (dry)
4,Brass,D - Poor,Sulfur Dioxide (dry)
5,Bronze,B - Good,Sulfur Dioxide (dry)
6,Buna N (Nitrile),D - Poor,Sulfur Dioxide (dry)
7,Carbon graphite,A - Excellent,Sulfur Dioxide (dry)
8,Carbon Steel,A - Excellent,Sulfur Dioxide (dry)
9,Carpenter 20,A - Excellent,Sulfur Dioxide (dry)
10,Cast iron,A - Excellent,Sulfur Dioxide (dry)
11,Ceramic Al203,N/A,Sulfur Dioxide (dry)
12,Ceramic magnet,N/A,Sulfur Dioxide (dry)
13,ChemRaz (FFKM),A - Excellent,Sulfur Dioxide (dry)
14,Copper,A - Excellent,Sulfur Dioxide (dry)
15,CPVC,A2 - Excellent,Sulfur Dioxide (dry)
16,EPDM,A2 - Excellent,Sulfur Dioxide (dry)
17,Epoxy,A1 - Excellent,Sulfur Dioxide (dry)
18,Fluorocarbon (FKM),A - Excellent,Sulfur Dioxide (dry)
19,Hastelloy-C®,B - Good,Sulfur Dioxide (dry)
20,Hypalon®,N/A,Sulfur Dioxide (dry)
21,Hytrel®,C - Fair,Sulfur Dioxide (dry)
22,Kalrez,A - Excellent,Sulfur Dioxide (dry)
23,Kel-F®,A - Excellent,Sulfur Dioxide (dry)
24,LDPE,A1 - Excellent,Sulfur Dioxide (dry)
25,Natural rubber,C - Fair,Sulfur Dioxide (dry)
26,Neoprene,D - Poor,Sulfur Dioxide (dry)
27,NORYL®,A - Excellent,Sulfur Dioxide (dry)
28,Nylon,B1 - Good,Sulfur Dioxide (dry)
29,Polycarbonate,A1 - Excellent,Sulfur Dioxide (dry)
30,Polyetherether Ketone (PEEK),A - Excellent,Sulfur Dioxide (dry)
31,Polypropylene,A1 - Excellent,Sulfur Dioxide (dry)
32,Polyurethane,C - Fair,Sulfur Dioxide (dry)
33,PPS (Ryton®),A - Excellent,Sulfur Dioxide (dry)
34,PTFE,A - Excellent,Sulfur Dioxide (dry)
35,PVC,A2 - Excellent,Sulfur Dioxide (dry)
36,PVDF (Kynar®),A - Excellent,Sulfur Dioxide (dry)
37,Silicone,B - Good,Sulfur Dioxide (dry)
38,stainless steel - 304,D - Poor,Sulfur Dioxide (dry)
39,stainless steel - 316,A - Excellent,Sulfur Dioxide (dry)
40,Titanium,A - Excellent,Sulfur Dioxide (dry)
41,Tygon®,C - Fair,Sulfur Dioxide (dry)
42,Viton®,A - Excellent,Sulfur Dioxide (dry)
