,material,compatibility,chemical
0,,,Phosphorus
1,ABS plastic,N/A,Phosphorus
2,Acetal (Delrin®),B - Good,Phosphorus
3,Aluminum,B - Good,Phosphorus
4,Brass,N/A,Phosphorus
5,Bronze,A2 - Excellent,Phosphorus
6,Buna N (Nitrile),N/A,Phosphorus
7,Carbon graphite,D - Poor,Phosphorus
8,Carbon Steel,A - Excellent,Phosphorus
9,Carpenter 20,N/A,Phosphorus
10,Cast iron,N/A,Phosphorus
11,Ceramic Al203,N/A,Phosphorus
12,Ceramic magnet,N/A,Phosphorus
13,ChemRaz (FFKM),N/A,Phosphorus
14,Copper,B - Good,Phosphorus
15,CPVC,B1 - Good,Phosphorus
16,EPDM,N/A,Phosphorus
17,Epoxy,N/A,Phosphorus
18,Fluorocarbon (FKM),N/A,Phosphorus
19,Hastelloy-C®,A2 - Excellent,Phosphorus
20,Hypalon®,N/A,Phosphorus
21,Hytrel®,N/A,Phosphorus
22,Kalrez,N/A,Phosphorus
23,Kel-F®,N/A,Phosphorus
24,LDPE,B - Good,Phosphorus
25,Natural rubber,N/A,Phosphorus
26,Neoprene,N/A,Phosphorus
27,NORYL®,N/A,Phosphorus
28,Nylon,N/A,Phosphorus
29,Polycarbonate,N/A,Phosphorus
30,Polyetherether Ketone (PEEK),N/A,Phosphorus
31,Polypropylene,A - Excellent,Phosphorus
32,Polyurethane,N/A,Phosphorus
33,PPS (Ryton®),N/A,Phosphorus
34,PTFE,A2 - Excellent,Phosphorus
35,PVC,A1 - Excellent,Phosphorus
36,PVDF (Kynar®),A1 - Excellent,Phosphorus
37,Silicone,N/A,Phosphorus
38,stainless steel - 304,A2 - Excellent,Phosphorus
39,stainless steel - 316,A2 - Excellent,Phosphorus
40,Titanium,N/A,Phosphorus
41,Tygon®,B1 - Good,Phosphorus
42,Viton®,N/A,Phosphorus
