,material,compatibility,chemical
0,,,Starch
1,ABS plastic,N/A,Starch
2,Acetal (Delrin®),A - Excellent,Starch
3,Aluminum,A - Excellent,Starch
4,Brass,N/A,Starch
5,Bronze,N/A,Starch
6,Buna N (Nitrile),A - Excellent,Starch
7,Carbon graphite,A - Excellent,Starch
8,Carbon Steel,A - Excellent,Starch
9,Carpenter 20,A - Excellent,Starch
10,Cast iron,C - Fair,Starch
11,Ceramic Al203,A - Excellent,Starch
12,Ceramic magnet,A - Excellent,Starch
13,ChemRaz (FFKM),N/A,Starch
14,Copper,N/A,Starch
15,CPVC,A - Excellent,Starch
16,EPDM,A - Excellent,Starch
17,Epoxy,A - Excellent,Starch
18,Fluorocarbon (FKM),A - Excellent,Starch
19,Hastelloy-C®,N/A,Starch
20,Hypalon®,A - Excellent,Starch
21,Hytrel®,N/A,Starch
22,Kalrez,N/A,Starch
23,Kel-F®,A - Excellent,Starch
24,LDPE,B - Good,Starch
25,Natural rubber,A - Excellent,Starch
26,Neoprene,A - Excellent,Starch
27,NORYL®,A2 - Excellent,Starch
28,Nylon,A1 - Excellent,Starch
29,Polycarbonate,N/A,Starch
30,Polyetherether Ketone (PEEK),A - Excellent,Starch
31,Polypropylene,A2 - Excellent,Starch
32,Polyurethane,A - Excellent,Starch
33,PPS (Ryton®),N/A,Starch
34,PTFE,A - Excellent,Starch
35,PVC,A - Excellent,Starch
36,PVDF (Kynar®),N/A,Starch
37,Silicone,N/A,Starch
38,stainless steel - 304,A - Excellent,Starch
39,stainless steel - 316,A - Excellent,Starch
40,Titanium,N/A,Starch
41,Tygon®,N/A,Starch
42,Viton®,A - Excellent,Starch
