,material,compatibility,chemical
0,,,Calcium Bisulfide
1,ABS plastic,N/A,Calcium Bisulfide
2,Acetal (Delrin®),D - Poor,Calcium Bisulfide
3,Aluminum,C - Fair,Calcium Bisulfide
4,Brass,N/A,Calcium Bisulfide
5,Bronze,C - Fair,Calcium Bisulfide
6,Buna N (Nitrile),A1 - Excellent,Calcium Bisulfide
7,Carbon graphite,N/A,Calcium Bisulfide
8,Carbon Steel,N/A,Calcium Bisulfide
9,Carpenter 20,B - Good,Calcium Bisulfide
10,Cast iron,N/A,Calcium Bisulfide
11,Ceramic Al203,N/A,Calcium Bisulfide
12,Ceramic magnet,A - Excellent,Calcium Bisulfide
13,ChemRaz (FFKM),A - Excellent,Calcium Bisulfide
14,Copper,N/A,Calcium Bisulfide
15,CPVC,A1 - Excellent,Calcium Bisulfide
16,EPDM,C - Fair,Calcium Bisulfide
17,Epoxy,A - Excellent,Calcium Bisulfide
18,Fluorocarbon (FKM),A - Excellent,Calcium Bisulfide
19,Hastelloy-C®,A - Excellent,Calcium Bisulfide
20,Hypalon®,N/A,Calcium Bisulfide
21,Hytrel®,B1 - Good,Calcium Bisulfide
22,Kalrez,A - Excellent,Calcium Bisulfide
23,Kel-F®,A - Excellent,Calcium Bisulfide
24,LDPE,B1 - Good,Calcium Bisulfide
25,Natural rubber,D - Poor,Calcium Bisulfide
26,Neoprene,A - Excellent,Calcium Bisulfide
27,NORYL®,A - Excellent,Calcium Bisulfide
28,Nylon,A - Excellent,Calcium Bisulfide
29,Polycarbonate,N/A,Calcium Bisulfide
30,Polyetherether Ketone (PEEK),A - Excellent,Calcium Bisulfide
31,Polypropylene,A - Excellent,Calcium Bisulfide
32,Polyurethane,C - Fair,Calcium Bisulfide
33,PPS (Ryton®),N/A,Calcium Bisulfide
34,PTFE,A - Excellent,Calcium Bisulfide
35,PVC,A2 - Excellent,Calcium Bisulfide
36,PVDF (Kynar®),A - Excellent,Calcium Bisulfide
37,Silicone,C - Fair,Calcium Bisulfide
38,stainless steel - 304,B - Good,Calcium Bisulfide
39,stainless steel - 316,B - Good,Calcium Bisulfide
40,Titanium,A - Excellent,Calcium Bisulfide
41,Tygon®,N/A,Calcium Bisulfide
42,Viton®,A - Excellent,Calcium Bisulfide
