,material,compatibility,chemical
0,,,Oxalic Acid (cold)
1,ABS plastic,A - Excellent,Oxalic Acid (cold)
2,Acetal (Delrin®),B - Good,Oxalic Acid (cold)
3,Aluminum,A - Excellent,Oxalic Acid (cold)
4,Brass,D - Poor,Oxalic Acid (cold)
5,Bronze,B2 - Good,Oxalic Acid (cold)
6,Buna N (Nitrile),D - Poor,Oxalic Acid (cold)
7,Carbon graphite,A - Excellent,Oxalic Acid (cold)
8,Carbon Steel,D - Poor,Oxalic Acid (cold)
9,Carpenter 20,A - Excellent,Oxalic Acid (cold)
10,Cast iron,C - Fair,Oxalic Acid (cold)
11,Ceramic Al203,A - Excellent,Oxalic Acid (cold)
12,Ceramic magnet,N/A,Oxalic Acid (cold)
13,ChemRaz (FFKM),A - Excellent,Oxalic Acid (cold)
14,Copper,B - Good,Oxalic Acid (cold)
15,CPVC,A - Excellent,Oxalic Acid (cold)
16,EPDM,A - Excellent,Oxalic Acid (cold)
17,Epoxy,A - Excellent,Oxalic Acid (cold)
18,Fluorocarbon (FKM),A - Excellent,Oxalic Acid (cold)
19,Hastelloy-C®,B - Good,Oxalic Acid (cold)
20,Hypalon®,B - Good,Oxalic Acid (cold)
21,Hytrel®,D - Poor,Oxalic Acid (cold)
22,Kalrez,A - Excellent,Oxalic Acid (cold)
23,Kel-F®,D - Poor,Oxalic Acid (cold)
24,LDPE,A2 - Excellent,Oxalic Acid (cold)
25,Natural rubber,B - Good,Oxalic Acid (cold)
26,Neoprene,D - Poor,Oxalic Acid (cold)
27,NORYL®,A1 - Excellent,Oxalic Acid (cold)
28,Nylon,B2 - Good,Oxalic Acid (cold)
29,Polycarbonate,N/A,Oxalic Acid (cold)
30,Polyetherether Ketone (PEEK),A - Excellent,Oxalic Acid (cold)
31,Polypropylene,A2 - Excellent,Oxalic Acid (cold)
32,Polyurethane,D - Poor,Oxalic Acid (cold)
33,PPS (Ryton®),A - Excellent,Oxalic Acid (cold)
34,PTFE,A1 - Excellent,Oxalic Acid (cold)
35,PVC,B - Good,Oxalic Acid (cold)
36,PVDF (Kynar®),B - Good,Oxalic Acid (cold)
37,Silicone,B - Good,Oxalic Acid (cold)
38,stainless steel - 304,B - Good,Oxalic Acid (cold)
39,stainless steel - 316,A - Excellent,Oxalic Acid (cold)
40,Titanium,A - Excellent,Oxalic Acid (cold)
41,Tygon®,B - Good,Oxalic Acid (cold)
42,Viton®,A - Excellent,Oxalic Acid (cold)
