,material,compatibility,chemical
0,,,Fruit Juice
1,ABS plastic,B - Good,Fruit Juice
2,Acetal (Delrin®),D - Poor,Fruit Juice
3,Aluminum,A - Excellent,Fruit Juice
4,Brass,D - Poor,Fruit Juice
5,Bronze,N/A,Fruit Juice
6,Buna N (Nitrile),A - Excellent,Fruit Juice
7,Carbon graphite,N/A,Fruit Juice
8,Carbon Steel,N/A,Fruit Juice
9,Carpenter 20,C - Fair,Fruit Juice
10,Cast iron,D - Poor,Fruit Juice
11,Ceramic Al203,A - Excellent,Fruit Juice
12,Ceramic magnet,A - Excellent,Fruit Juice
13,ChemRaz (FFKM),N/A,Fruit Juice
14,Copper,A - Excellent,Fruit Juice
15,CPVC,A - Excellent,Fruit Juice
16,EPDM,N/A,Fruit Juice
17,Epoxy,A - Excellent,Fruit Juice
18,Fluorocarbon (FKM),A - Excellent,Fruit Juice
19,Hastelloy-C®,A - Excellent,Fruit Juice
20,Hypalon®,B - Good,Fruit Juice
21,Hytrel®,N/A,Fruit Juice
22,Kalrez,N/A,Fruit Juice
23,Kel-F®,A - Excellent,Fruit Juice
24,LDPE,A - Excellent,Fruit Juice
25,Natural rubber,D - Poor,Fruit Juice
26,Neoprene,A - Excellent,Fruit Juice
27,NORYL®,B - Good,Fruit Juice
28,Nylon,A - Excellent,Fruit Juice
29,Polycarbonate,N/A,Fruit Juice
30,Polyetherether Ketone (PEEK),A - Excellent,Fruit Juice
31,Polypropylene,B - Good,Fruit Juice
32,Polyurethane,A - Excellent,Fruit Juice
33,PPS (Ryton®),N/A,Fruit Juice
34,PTFE,A - Excellent,Fruit Juice
35,PVC,A - Excellent,Fruit Juice
36,PVDF (Kynar®),A - Excellent,Fruit Juice
37,Silicone,N/A,Fruit Juice
38,stainless steel - 304,A - Excellent,Fruit Juice
39,stainless steel - 316,A - Excellent,Fruit Juice
40,Titanium,A - Excellent,Fruit Juice
41,Tygon®,B - Good,Fruit Juice
42,Viton®,A - Excellent,Fruit Juice
