,material,compatibility,chemical
0,,,Antimony Trichloride
1,ABS plastic,A2 - Excellent,Antimony Trichloride
2,Acetal (Delrin®),N/A,Antimony Trichloride
3,Aluminum,D - Poor,Antimony Trichloride
4,Brass,D - Poor,Antimony Trichloride
5,Bronze,A - Excellent,Antimony Trichloride
6,Buna N (Nitrile),B - Good,Antimony Trichloride
7,Carbon graphite,N/A,Antimony Trichloride
8,Carbon Steel,D - Poor,Antimony Trichloride
9,Carpenter 20,B - Good,Antimony Trichloride
10,Cast iron,N/A,Antimony Trichloride
11,Ceramic Al203,B - Good,Antimony Trichloride
12,Ceramic magnet,N/A,Antimony Trichloride
13,ChemRaz (FFKM),A - Excellent,Antimony Trichloride
14,Copper,N/A,Antimony Trichloride
15,CPVC,A2 - Excellent,Antimony Trichloride
16,EPDM,B1 - Good,Antimony Trichloride
17,Epoxy,D - Poor,Antimony Trichloride
18,Fluorocarbon (FKM),A - Excellent,Antimony Trichloride
19,Hastelloy-C®,N/A,Antimony Trichloride
20,Hypalon®,N/A,Antimony Trichloride
21,Hytrel®,N/A,Antimony Trichloride
22,Kalrez,A - Excellent,Antimony Trichloride
23,Kel-F®,A - Excellent,Antimony Trichloride
24,LDPE,B2 - Good,Antimony Trichloride
25,Natural rubber,N/A,Antimony Trichloride
26,Neoprene,N/A,Antimony Trichloride
27,NORYL®,A2 - Excellent,Antimony Trichloride
28,Nylon,D - Poor,Antimony Trichloride
29,Polycarbonate,A2 - Excellent,Antimony Trichloride
30,Polyetherether Ketone (PEEK),A - Excellent,Antimony Trichloride
31,Polypropylene,A - Excellent,Antimony Trichloride
32,Polyurethane,B - Good,Antimony Trichloride
33,PPS (Ryton®),N/A,Antimony Trichloride
34,PTFE,A - Excellent,Antimony Trichloride
35,PVC,A2 - Excellent,Antimony Trichloride
36,PVDF (Kynar®),A - Excellent,Antimony Trichloride
37,Silicone,N/A,Antimony Trichloride
38,stainless steel - 304,D - Poor,Antimony Trichloride
39,stainless steel - 316,D - Poor,Antimony Trichloride
40,Titanium,B - Good,Antimony Trichloride
41,Tygon®,N/A,Antimony Trichloride
42,Viton®,A2 - Excellent,Antimony Trichloride
