,material,compatibility,chemical
0,,,Sodium Chlorate
1,ABS plastic,A - Excellent,Sodium Chlorate
2,Acetal (Delrin®),A - Excellent,Sodium Chlorate
3,Aluminum,C1 - Fair,Sodium Chlorate
4,Brass,N/A,Sodium Chlorate
5,Bronze,B1 - Good,Sodium Chlorate
6,Buna N (Nitrile),B - Good,Sodium Chlorate
7,Carbon graphite,C - Fair,Sodium Chlorate
8,Carbon Steel,N/A,Sodium Chlorate
9,Carpenter 20,B - Good,Sodium Chlorate
10,Cast iron,N/A,Sodium Chlorate
11,Ceramic Al203,A - Excellent,Sodium Chlorate
12,Ceramic magnet,N/A,Sodium Chlorate
13,ChemRaz (FFKM),N/A,Sodium Chlorate
14,Copper,B - Good,Sodium Chlorate
15,CPVC,A1 - Excellent,Sodium Chlorate
16,EPDM,A - Excellent,Sodium Chlorate
17,Epoxy,A - Excellent,Sodium Chlorate
18,Fluorocarbon (FKM),A - Excellent,Sodium Chlorate
19,Hastelloy-C®,B1 - Good,Sodium Chlorate
20,Hypalon®,A - Excellent,Sodium Chlorate
21,Hytrel®,N/A,Sodium Chlorate
22,Kalrez,A - Excellent,Sodium Chlorate
23,Kel-F®,N/A,Sodium Chlorate
24,LDPE,B2 - Good,Sodium Chlorate
25,Natural rubber,A - Excellent,Sodium Chlorate
26,Neoprene,A - Excellent,Sodium Chlorate
27,NORYL®,A1 - Excellent,Sodium Chlorate
28,Nylon,D - Poor,Sodium Chlorate
29,Polycarbonate,A1 - Excellent,Sodium Chlorate
30,Polyetherether Ketone (PEEK),A - Excellent,Sodium Chlorate
31,Polypropylene,A - Excellent,Sodium Chlorate
32,Polyurethane,B - Good,Sodium Chlorate
33,PPS (Ryton®),A - Excellent,Sodium Chlorate
34,PTFE,A - Excellent,Sodium Chlorate
35,PVC,A1 - Excellent,Sodium Chlorate
36,PVDF (Kynar®),A - Excellent,Sodium Chlorate
37,Silicone,C - Fair,Sodium Chlorate
38,stainless steel - 304,A - Excellent,Sodium Chlorate
39,stainless steel - 316,B1 - Good,Sodium Chlorate
40,Titanium,A - Excellent,Sodium Chlorate
41,Tygon®,B - Good,Sodium Chlorate
42,Viton®,A - Excellent,Sodium Chlorate
