,material,compatibility,chemical
0,,,Nickel Sulfate
1,ABS plastic,B - Good,Nickel Sulfate
2,Acetal (Delrin®),A - Excellent,Nickel Sulfate
3,Aluminum,D - Poor,Nickel Sulfate
4,Brass,D - Poor,Nickel Sulfate
5,Bronze,B - Good,Nickel Sulfate
6,Buna N (Nitrile),A1 - Excellent,Nickel Sulfate
7,Carbon graphite,A - Excellent,Nickel Sulfate
8,Carbon Steel,D - Poor,Nickel Sulfate
9,Carpenter 20,C - Fair,Nickel Sulfate
10,Cast iron,D - Poor,Nickel Sulfate
11,Ceramic Al203,A - Excellent,Nickel Sulfate
12,Ceramic magnet,N/A,Nickel Sulfate
13,ChemRaz (FFKM),A - Excellent,Nickel Sulfate
14,Copper,N/A,Nickel Sulfate
15,CPVC,A - Excellent,Nickel Sulfate
16,EPDM,A1 - Excellent,Nickel Sulfate
17,Epoxy,A - Excellent,Nickel Sulfate
18,Fluorocarbon (FKM),A - Excellent,Nickel Sulfate
19,Hastelloy-C®,B - Good,Nickel Sulfate
20,Hypalon®,A - Excellent,Nickel Sulfate
21,Hytrel®,N/A,Nickel Sulfate
22,Kalrez,A - Excellent,Nickel Sulfate
23,Kel-F®,A - Excellent,Nickel Sulfate
24,LDPE,A - Excellent,Nickel Sulfate
25,Natural rubber,B - Good,Nickel Sulfate
26,Neoprene,A - Excellent,Nickel Sulfate
27,NORYL®,A1 - Excellent,Nickel Sulfate
28,Nylon,A1 - Excellent,Nickel Sulfate
29,Polycarbonate,A - Excellent,Nickel Sulfate
30,Polyetherether Ketone (PEEK),A - Excellent,Nickel Sulfate
31,Polypropylene,A - Excellent,Nickel Sulfate
32,Polyurethane,C - Fair,Nickel Sulfate
33,PPS (Ryton®),A - Excellent,Nickel Sulfate
34,PTFE,A - Excellent,Nickel Sulfate
35,PVC,A - Excellent,Nickel Sulfate
36,PVDF (Kynar®),A - Excellent,Nickel Sulfate
37,Silicone,A - Excellent,Nickel Sulfate
38,stainless steel - 304,B - Good,Nickel Sulfate
39,stainless steel - 316,B1 - Good,Nickel Sulfate
40,Titanium,B - Good,Nickel Sulfate
41,Tygon®,A - Excellent,Nickel Sulfate
42,Viton®,A - Excellent,Nickel Sulfate
